text,label
lmao some criminal white bitch gets a spot on global news for her dog shit pop corn business while still being on parole worlds fucked,offensive
and yet you continue to associate with people you deem nigger faggots,hatespeech
oy vey we would hear no end of vigils and prayers for innocent victims and of course no end of condemnation of white supremacy even when a zoo mali nigger drives over canadian pedestrians it white supremacy to blame be a good goy and learn your script lol,hatespeech
i knew i was fucked up last night when i saw those black party buses full of white kids pull up to lion and said ah shit the colonizers are here,normal
i have given more money to broke faggots than i have sucked dicks honestly i am a bottom who takes care of my men,normal
<user> coming from human stain that laughed at a child rape victim re victimized women that your husband raped and assaulted turned your back on a us ambassador military support as they were attacked killed sold us uranium rights to russia without congressional approval lame,normal
<user> not one is squeaky clean sharlotans and schysters one big schlenter we have been raped by all the politicians not in my name,normal
<user> <user> yeah britisher came to trade after they traitors like mir jafar who betrayed own country and supporting britisher 😏 shame on mir jafar muslim and then jinnah who betray motherland 😐 anyways slavery is allow in muslim even they have permission to rape non muslim slaves,normal
please do not tarnish the name of saint mad max by associating him with that race baiting corrupt nigger bitch,hatespeech
<user> i fucking hate you so much,normal
that nigger loving ginger is a disgrace to the great kings and queens of england who would never have tolerate a nigger in the royal family,hatespeech
<user> someone told me i look like a faggot 😂 😂 😂 i cried so mf hard what are those,normal
raindrawp drawp top i look like a faggot in a crop top,offensive
when your dad almost calls you a faggot haha,offensive
i do not understand why we are so overly nice to the elderly they are by far the meanest motherfuckers in the world sure some of them can bake i will give ya that but they also will call you a faggot or give you the finger faster than any other demographic,offensive
<user> send her <number> a moslem refugee camp,hatespeech
halifax a muzzie boy choked a grade <number> girl in the school yard this was retracted censored re written re released to cover up the problems with immigrants media msm is not allowed to tell you canada calgary edmonton vancouver winnipeg regina halifax toronto montreal saskatoon victoria,offensive
with white sharia women also have to wear veils just not the mudslime kind,offensive
why i am boycotting thor ragnarok disgusted by the nigger portrayal of heimdal first two movies affront by the japanese director having a sheboon playing a valkerie white women that take the warriors slain on the battlefield to valhalla claiming most suitable actress <number> of <number>,hatespeech
