post_tokens,toxic_tokens,post_label
"['uploaded', 'a', 'video', 'the', 'ghetto', 'have', 'invaded', 'from', 'chicago', 'and', 'cali', 'it', 'seems', 'vegas', 'is', 'becoming', 'more', 'of', 'a', 'cesspool']","[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",offensive
"['that', 'the', 'founders', 'owned', 'slaves', 'mostly', 'negro', 'is', 'a', 'historical', 'fact', 'not', 'a', 'liberal', 'confabulation', 'liberals', 'have', 'a', 'pretty', 'accurate', 'view', 'of', 'american', 'history', 'it', 'their', 'moral', 'response', 'that', 'is', 'the', 'problem']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['said', 'in', 'maximum', 'kike', 'voice']","[0, 0, 0, 1, 0]",hatespeech
"['yall', 'bitches', 'wanna', 'starting', 'acting', 'up', 'when', 'the', 'ice', 'nd', 'shit', 'hit', 'the', 'ground', 'bitch', 'catch', 'me', 'in', 'my', 'basement', '😂']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",offensive
"['this', 'whole', 'living', 'with', 'emotionally', 'retarded', 'baby', 'boomers', 'thing', 'is', 'gettin', 'real', 'old']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",offensive
"['they', 'told', 'us', 'that', 'we', 'couldnt', 'call', 'them', 'dykes', 'any', 'more', 'because', 'it', 'wasnt', 'pc', 'so', 'we', 'started', 'calling', 'them', 'lesbians']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['sick', 'sick', 'how', 'about', 'criminal', 'how', 'about', 'felony', 'how', 'about', 'treasonous', 'why', 'is', 'not', 'this', 'ugly', 'beaner', 'under', 'arrest', 'oh', 'right', 'because', 'racism']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",hatespeech
"['smiling', 'after', 'such', 'a', 'tragedy', 'our', 'country', 'is', 'truly', 'sick', 'fuckin', 'spic', 'shooters']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",hatespeech
"['i', 'invite', 'son', 'of', 'bitch', 'mole', 'to', 'hop', 'in', 'the', 'helicopter', 'one', 'way', 'trip', 'to', 'hell', 'god', 'bless', '🇵', '🇭', '🚁', '🇵', '🇭']","[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",offensive
"['went', 'to', 'chik', 'fil', 'e', 'instead', 'of', 'normal', 'quick', 'line', 'of', 'cars', 'things', 'are', 'slow', 'instead', 'of', 'nice', 'how', 'can', 'i', 'serve', 'u', 'greeting', 'its', 'like', 'can', 'i', 'take', 'ur', 'order', 'nigger', 'girl', 'specifically', 'asked', '<number>', 'chik', 'file', 'a', 'sauce', 'get', 'home', 'no', 'sauce', 'mother', 'fucker', 'export', 'all', 'niggers']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",hatespeech
"['the', 'only', 'good', 'nigger', 'is', 'a', 'dead', 'nig', 'oops', 'there', 'are', 'no', 'good', 'niggers']","[0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1]",hatespeech
"['acts', '<number>', '<number>', 'generation', 'see', 'st', 'luke', '<time>', 'for', 'if', 'god', 'comes', 'right', 'now', 'immediately', 'he', 'will', 'find', 'that', 'the', 'white', 'devil', 'people', 'are', 'virtually', 'literally', 'spiritually', 'running', 'rampant', 'like', 'loose', 'cannons', 'running', 'helter', 'skelter', 'everywhere', 'like', 'chickens', 'with', 'their', 'heads', 'removed']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['say', 'what', 'you', 'will', 'about', 'sand', 'niggers', 'but', 'at', 'least', 'they', 'know', 'how', 'to', 'treat', 'their', 'women']","[0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",hatespeech
"['how', 'is', 'it', 'not', 'a', 'first', 'amendment', 'violation', 'for', 'nyc', 'to', 'ban', 'the', 'use', 'of', 'the', 'term', 'illegal', 'alien', 'punishable', 'by', 'a', '<money>', 'fine', 'what', 'next', 'banning', 'the', 'words', 'male', 'or', 'female']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['hi', 'boragays', 'happy', 'new', 'year', '🎉', '🎆', '🎇', '💜', 'did', 'you', 'miss', 'my', 'au', 'update', 'are', 'you', 'guys', 'ready', '😎', '👀', 'i', 'will', 'update', 'once', 'the', 'poll', 'ends', '😘']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['if', 'they', 'make', 'fun', 'of', 'a', 'religious', 'preacher', 'for', 'crying', 'then', 'i', 'can', 'also', 'make', 'fun', 'a', 'homosexual', 'for', 'being', 'a', 'fucking', 'faggot']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",offensive
"['what', 'd', 'ya', 'know', 'the', 'fag', 'the', 'spick', 'and', 'the', 'lesbian', 'on', 'the', 'bench', 'also', 'know', 'the', 'meaning', 'of', 'the', 'first', 'happy', 'days']","[0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",hatespeech
"['its', 'about', 'time', 'blacks', 'realised', 'the', '<number>', 'women', 'who', 'started', 'blm', 'were', 'jew', 'women', 'jews', 'will', 'use', 'you', 'all', 'destroy', 'your', 'families', 'to', 'keep', 'jews', 'on', 'top']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",hatespeech
"['when', 'that', 'white', 'rapper', 'called', 'chelsea', 'handler', 'high', 'class', 'white', 'trash', 'chelsea', 'and', 'i', 'both', 'said', 'yeah', 'that', 'sounds', 'right', 'at', 'the', 'same', 'time']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['<user>', 'what', 'you', 'need', 'to', 'understand', 'is', 'that', 'when', 'muzzies', 'attack', 'it', 'will', 'not', 'be', 'fighting', 'in', 'the', 'street', 'all', 'that', 'noise', 'it', 'will', 'be', 'a', 'sharp', 'rise', 'in', 'murder', 'rates', 'across', 'the', 'country', 'our', 'own', 'leos', 'will', 'keep', 'us', 'from', 'retaliating']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",hatespeech
"['the', 'flag', 'of', 'the', 'maga', 'fags', 'in', 'all', 'it', 'glory', 'it', 'comes', 'with', 'nigger', 'red', 'shoes', 'too']","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",hatespeech
"['paid', 'rent', 'this', 'shit', 'so', 'ghetto', 'bro', 'goodnight']","[0, 0, 0, 0, 0, 0, 0, 0]",normal
"['i', 'am', 'just', 'getting', 'exhausted', 'begging', 'you', 'to', 'define', 'race', 'so', 'far', 'you', 'have', 'presented', 'an', 'article', 'which', 'you', 'claim', 'proves', 'that', 'blue', 'eyes', 'define', 'caucasians', 'so', 'are', 'blue', 'eyed', 'detroit', 'blacks', 'caucasians']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]",offensive
"['why', 'do', 'ii', 'hate', 'you', 'damn', 'it', 'just', 'too', 'many', 'reasons']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['i', 'hate', 'that', 'wailing', 'muzrat', 'shit']","[0, 1, 0, 0, 1, 1]",hatespeech
"['islam', 'is', 'a', 'religion', 'full', 'of', 'paedophiles', 'and', 'thick', 'as', 'shit', 'sand', 'niggers']","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1]",hatespeech
"['is', 'he', 'taking', 'lessons', 'from', 'penis', 'juice', 'and', 'his', 'kike', 'handlers', '🤔', 'that', 'a', 'great', 'example', 'of', 'reaching', 'across', 'the', 'aisle', 'so', 'to', 'speak', 'if', 'true']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",hatespeech
"['<user>', 'run', 'that', 'doctor', 'faggot', 'joke', 'back', 'now', 'though']","[0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['i', 'try', 'be', 'nice', 'but', 'i', 'ain', 't', 'gon', 'let', 'no', 'mudshark', 'mud', 'on', 'me']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",hatespeech
"['to', 'paraphrase', 'christopher', 'hitchens', 'what', 'is', 'more', 'plausible', 'that', 'a', 'ridiculous', 'story', 'occurred', 'or', 'that', 'a', 'filthy', 'kike', 'made', 'up', 'a', 'ridiculous', 'story']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",hatespeech
"['<user>', 'he', 'dindu', 'nuffin', 'and', 'the', 'po', 'po', 'done', 'shot', 'him']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['cattle', 'prod', 'the', 'immigrants', 'and', 'boycott', 'companies', 'that', 'employ', 'too', 'many', 'stuff', 'being', 'nice', 'crap', 'oh', 'what', 'about', 'my', 'family', 'oh', 'look', 'why', 'are', 'you', 'bleeding', 'come', 'to', 'the', 'edge', 'of', 'the', 'cliff']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['<user>', 'put', 'fucking', 'duos', 'in', 'apex', 'u', 'retards']","[0, 0, 0, 0, 0, 0, 0, 1]",offensive
"['i', 'don', '’', 't', 'like', 'any', 'bitch', 'that', 'says', 'he', 'him', 'lesbians', 'aren', '’', 't', 'valid']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['a', 'pimp', 'knows', 'that', 'having', 'only', 'one', 'hoe', 'means', 'he', 'really', 'has', 'no', 'hoe']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['my', 'bucket', 'list', 'see', 'obamasama', 'hang', 'clintons', 'hang', 'bushes', 'hang', 'merkle', 'may', 'kahn', 'and', 'that', 'faggot', 'running', 'canada', 'hang', 'all', 'traitor', 'liberals', 'expelled', 'from', 'us', 'to', 'the', 'middle', 'east', 'the', 'wall', 'built', 'and', 'all', 'illegals', 'sent', 'back', 'or', 'shot', 'see', 'islame', 'beheaded']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0]",hatespeech
"['i', 'got', 'chapped', 'lips', 'today', '<number>', 'the', '1', 'st', 'time', 'an', 'when', 'i', 'told', 'my', 'gramma', 'she', 'said', 'be', 'glad', 'ur', 'not', 'a', 'nigger', 'when', 'they', 'get', 'it', 'they', 'wind', 'up', 'in', 'the', 'emergency', 'room', 'and', 'i', 'was', 'like', 'yea', 'thats', 'like', 'reason', '<number>', '<number>', 'why', 'im', 'glad', '😹', '😹', '😹']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",hatespeech
"['<user>', 'stefan', 'molyneux', 'too', 'many', 'gay', 'people', 'stefan', 'molyneux', 'too', 'many', 'women', 'stefan', 'molyneux', 'too', 'many', 'leftists', 'stefan', 'molyneux', 'too', 'many', 'liberals', 'stefan', 'molyneux', 'too', 'many', 'transgender', 'stefan', 'molyneux', 'too', 'many', 'moslems', 'i', 'can', 'continue', 'but', 'that', 'might', 'take', 'a', 'while', 'i', 'am', 'afraid']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['you', 'woke', 'it', 'problematic', 'that', 'heidegger', 'was', 'associated', 'with', 'the', 'nazis', 'me', 'based', 'that', 'was', 'basically', 'the', 'only', 'not', 'bad', 'thing', 'about', 'him']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['wishing', 'for', 'a', 'white', 'wignat', 'christmas', '🎄']","[0, 0, 0, 1, 1, 0, 0]",offensive
"['niggas', 'will', 'rep', 'any', 'gang', 'niggas', 'will', 'bust', 'any', 'head', 'niggas', 'will', 'risk', 'everything', 'point', 'him', 'out', 'and', 'then', 'he', 'dead']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['you', 'will', 'never', 'hear', 'the', 'irish', 'cry', 'like', 'a', 'nigger', 'about', 'slavery', 'white', 'nigger', 'shamrock', 'nigger', 'potato', 'nigger', 'and', 'on', 'and', 'on', 'my', 'grandfather', 'used', 'to', 'tell', 'me', 'about', 'how', 'the', 'irish', 'were', 'treated']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",hatespeech
"['more', 'than', '<number>', 'percent', 'of', 'children', 'in', 'the', 'united', 'states', 'will', 'be', 'obese', 'by', 'age', '<number>', 'if', 'current', 'trends', 'in', 'weight', 'gain', 'and', 'poor', 'eating', 'habits', 'continue', 'it', 'takes', 'a', 'retarded', 'nigger', 'to', 'write', 'something', 'this', 'fucked', 'up']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]",hatespeech
"['the', 'blm', 'leadership', 'have', 'been', 'out', 'disrupting', 'lgbt', 'events', 'the', 'black', 'militant', 'muscle', 'panthers', 'guerilla', 'family', 'et', 'al', 'who', 'were', 'murdering', 'whites', 'cops', 'are', 'who', 'knows', 'where', 'the', 'street', 'thugs', 'burning', 'and', 'looting', 'are', 'probably', 'in', 'and', 'out', 'of', 'jail', 'or', 'being', 'moved', 'to', 'prey', 'on', 'the', 'white', 'suburbs']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",hatespeech
"['who', 'said', 'that', 'breeders', 'can', 'not', 'be', 'fighters', 'contrary', 'to', 'what', 'scheming', 'kikes', 'will', 'tell', 'you', 'good', 'women', 'still', 'exist', 'and', 'men', 'can', 'be', 'warriors', 'and', 'fathers', 'simultaneously', 'mgtow', 'is', 'just', 'another', 'kike', 'ploy', 'to', 'discourage', 'whites', 'from', 'breeding', 'jews', 'always', 'play', 'both', 'sides', 'fighting', 'zog', 'involves', 'making', 'babies']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",hatespeech
"['research', 'it', 'it', 'a', 'kike', 'tradition', 'that', 'is', 'ingrained', 'in', 'their', 'disgusting', 'culture', 'they', 'are', 'truly', 'the', 'synagogue', 'of', 'satan']","[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1]",hatespeech
"['in', 'the', 'oregon', 'gay', 'couple', 'bake', 'case', 'the', 'bakery', 'lost', 'in', 'appeal', 'court', 'and', 'has', 'to', 'pay', 'mucho', 'dineros', 'to', 'lesbo', 'couple', 'so', 'now', 'the', 'state', 'tells', 'you', 'how', 'you', 'can', 'run', 'your', 'business', 'sound', 'orwellian', 'to', 'me', 'hope', 'it', 'goes', 'to', 'scourt']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['<user>', '<user>', '<user>', 'criticism', 'and', 'skepticism', 'is', 'not', 'what', 'happened', 'the', 'right', 'wing', 'mob', 'happened', 'those', 'guys', 'love', 'shouting', 'kill', 'yourself', 'at', 'people']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['all', 'these', 'pro', 'white', 'christians', 'should', 'be', 'deported', 'to', 'africa', 'where', 'they', 'belong', 'who', 'would', 'come', 'out', 'against', 'that', 'these', 'subversive', 'pieces', 'of', 'shit', 'take', 'advantage', 'of', 'white', 'civilization', 'while', 'opening', 'the', 'gates', 'for', 'niggers', 'we', 'need', 'standards', 'that', 'the', 'bottom', 'line', 'and', 'these', 'nigger', 'level', 'iqs', 'are', 'dead', 'weight']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",hatespeech
"['american', 'neoconservatives', 'canadian', 'liberals', 'and', 'european', 'leftists', 'hate', 'russia', 'why', 'because', 'russia', 'is', 'white', 'christian', 'traditional', 'and', 'conservative', 'russia', 'is', 'building', 'orthodox', 'churches', 'rejects', 'the', 'homosexual', 'agenda', 'and', 'opposes', 'multiculturalism', 'russia', 'today', 'is', 'reminiscient', 'of', 'western', 'europe', '<number>', 'years', 'ago', 'russia', 'is', 'not', 'cucked']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",hatespeech
"['<user>', 'please', 'help', 'us', 'and', 'help', 'our', 'children', 'the', 'lraqi', 'refugees', 'waiting', 'in', 'turkey', 'standwithiraqirefugees']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['its', 'always', 'fat', 'bitches', 'saying', 'they', 'look', 'like', 'a', 'snack', 'no', 'sweetheart', 'you', 'look', 'like', 'a', 'ball', 'of', 'grease', 'dont', 'fucking', 'me']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",offensive
"['<user>', 'graysons', 'the', 'ghetto', 'currently']","[0, 0, 0, 0, 0]",normal
"['i', 'have', 'a', 'question', 'for', 'you', '<user>', 'why', 'do', 'you', 'think', 'all', 'these', 'nasty', 'dirty', 'towel', 'heads', 'want', 'to', 'kill', 'whites', 'why', 'do', 'you', 'think', 'they', 'are', 'in', 'our', 'white', 'lands', 'i', 'am', 'just', 'curious', 'here']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",hatespeech
"['cut', 'to', 'a', 'st', 'louis', 'astrophysicist', 'trying', 'to', 'cut', 'the', 'black', 'hole', 'into', 'slices']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['welcome', 'one', 'and', 'all', 'hope', 'everyone', 'is', 'having', 'a', 'great', 'weekend', 'big', 'job', 'in', 'the', 'garden', 'tomorrow', 'getting', 'it', 'spick', 'and', 'span', 'after', 'the', 'winter', 'washout', 'should', 'be', 'a', 'nice', 'day', 'by', 'all', 'accounts', 'got', 'any', 'plans', 'brit', 'fam']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['and', 'the', 'creep', 'is', 'dead', 'one', 'less', 'mudslime', 'is', 'a', 'good', 'thing']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",hatespeech
"['what', 'is', 'this', 'red', 'shoes', 'meme', 'i', 'am', 'hearing', 'about', 'did', 'anglin', 'really', 'suggest', 'wearing', 'nigger', 'shoes', 'or', 'am', 'i', 'wrong']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",hatespeech
"['and', 'when', 'you', 'realise', 'that', 'left', 'wing', 'political', 'parties', 'only', 'want', 'immigrants', 'to', 'come', 'in', 'their', 'millions', 'so', 'that', 'they', 'could', 'get', 'more', 'votes', 'in', 'elections', 'you', 'start', 'wondering', 'whether', 'they', 'are', 'actually', 'fit', 'to', 'be', 'in', 'politics', 'at', 'all', 'in', 'us', 'the', 'democrats', 'are', 'obviously', 'unfit', 'to', 'govern']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",offensive
"['<user>', '<user>', 'non', 'jew', 'telling', 'jews', 'there', 'is', 'no', 'such', 'thing', 'as', 'anti', 'semitism', 'ffs', 'get', 'a', 'grip']","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",offensive
"['<user>', 'mathuras', 'lassi', 'vendors', 'family', 'also', 'does', 'not', 'have', 'someone', 'to', 'look', 'after', 'them', 'he', 'was', 'killed', 'by', 'muslim', 'mob']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['<user>', 'maybe', 'i', '’', 'm', 'confusing', 'you', 'for', 'sunix', 'but', 'one', 'of', 'you', 'two', 'retards', 'put', 'a', 'mutilated', 'head', 'on', 'my', 'tl']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",offensive
"['dear', 'muslims', 'take', 'heed', 'on', 'your', 'actions', 'cause', 'much', 'is', 'to', 'be', 'said', 'to', 'a', 'country', 'who', 'has', 'shooting', 'ranges', 'and', 'women', 'can', 'shoot', 'back', 'and', 'men', 'can', 'shoot', 'natshit', 'out', 'of', 'pepper', 'so', 'get', 'on', 'ur', 'rug', 'and', 'pray', 'u', 'are', 'gonna', 'need', 'it']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",hatespeech
"['hope', '<user>', 'shuts', 'up', 'the', 'tech', 'robber', 'barons', 'like', 'he', 'shut', 'up', 'the', 'lying', 'media', 'do', 'not', 'believe', 'their', 'lies', 'about', 'needing', 'to', 'replace', 'us', 'stem', 'workers', 'with', 'immigrants', 'who', 'work', '<number>', 'hr', 'days', 'for', 'mcdonald', 'level', 'wages']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['i', 'remember', 'that', 'but', 'did', 'not', 'know', 'he', 'was', 'a', 'kike']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",hatespeech
"['via', 'the', 'same', 'avenue', 'it', 'was', 'all', 'taken', 'away', 'are', 'you', 'a', 'retard', 'do', 'you', 'understand', 'how', 'political', 'process', 'works', 'do', 'you', 'know', 'women', 'are', 'majority', 'of', 'voters', 'jesus', 'fuck', 'just', 'how', 'deluded', 'are', 'you']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",offensive
"['it', 'disgusting', 'how', 'i', 'see', 'blacks', 'treat', 'their', 'animals', 'out', 'here', 'in', 'newark', 'these', 'ghetto', 'people', 'are', 'so', 'hypocritical', 'first', 'to', 'complain', 'about', 'how', 'they', 'are', 'treated', 'by', 'white', 'which', 'is', 'completely', 'bullshit', 'then', 'beat', 'their', 'kids', 'and', 'dogs', 'until', 'they', 'die']","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",hatespeech
"['<user>', 'those', 'are', 'invaders', 'not', 'refugees', 'they', 'are', 'exactly', 'the', 'reason', 'borders', 'are', 'defended', 'in', 'the', 'first', 'place']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",offensive
